College Code,College Name,Branch,Category,Percentile,Rank
1002,"Government College of Engineering, Amravati",Civil Engineering,GOPENS,88.2484746,39713
1002,"Government College of Engineering, Amravati",Civil Engineering,GSCS,87.9159305,41066
1002,"Government College of Engineering, Amravati",Civil Engineering,GVJS,85.1139120,49772
1002,"Government College of Engineering, Amravati",Civil Engineering,GOBCS,86.6827486,44576
1002,"Government College of Engineering, Amravati",Civil Engineering,GSEBCS,78.4342571,70376
1002,"Government College of Engineering, Amravati",Civil Engineering,LOPENS,89.8391608,34638
1002,"Government College of Engineering, Amravati",Civil Engineering,LVJS,84.1131441,52805
1002,"Government College of Engineering, Amravati",Civil Engineering,LOBCS,89.2945239,36248
1002,"Government College of Engineering, Amravati",Civil Engineering,LSEBCS,71.1730870,90850
1002,"Government College of Engineering, Amravati",Civil Engineering,TFWS,87.2335313,43095
1002,"Government College of Engineering, Amravati",Civil Engineering,DEFROBCS,77.1631566,73224
1002,"Government College of Engineering, Amravati",Civil Engineering,EWS,88.6801020,38374
1002,"Government College of Engineering, Amravati",Civil Engineering,PWDOPENS,88.0599617,40339
1002,"Government College of Engineering, Amravati",Civil Engineering,PWDOBCS,86.7202099,44243
1002,"Government College of Engineering, Amravati",Civil Engineering,ORPHAN,87.9159305,41077
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GOPENS,97.2320377,9629
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GSCS,93.5154990,22376
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GVJS,95.9705160,14098
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GNT1S,94.2525900,19945
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GOBCS,97.1954276,9801
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GSEBCS,94.9067632,17628
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,LOPENS,97.3358402,9339
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,LSCS,92.5218400,25702
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,TFWS,98.9287476,3578
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,95.7237762,14920
1002,"Government College of Engineering, Amravati",Information Technology,GOPENS,96.3339223,12810
1002,"Government College of Engineering, Amravati",Information Technology,GSCS,91.4198717,29209
1002,"Government College of Engineering, Amravati",Information Technology,GVJS,92.0354593,27356
1002,"Government College of Engineering, Amravati",Information Technology,GOBCS,95.9261851,14231
1002,"Government College of Engineering, Amravati",Information Technology,GSEBCS,93.7361801,21655
1002,"Government College of Engineering, Amravati",Information Technology,LOPENS,96.5695839,11984
1002,"Government College of Engineering, Amravati",Information Technology,LSCS,91.0510720,30518
1002,"Government College of Engineering, Amravati",Information Technology,LSTS,65.3084343,105922
1002,"Government College of Engineering, Amravati",Information Technology,LSEBCS,93.7635248,21498
1002,"Government College of Engineering, Amravati",Information Technology,TFWS,96.1656046,13438
1002,"Government College of Engineering, Amravati",Information Technology,EWS,93.0332708,23904
1002,"Government College of Engineering, Amravati",Electrical Engineering,GOPENS,92.2398466,26670
1002,"Government College of Engineering, Amravati",Electrical Engineering,GSCS,89.9712654,34319
1002,"Government College of Engineering, Amravati",Electrical Engineering,GNT1S,86.6718198,45017
1002,"Government College of Engineering, Amravati",Electrical Engineering,GSEBCS,83.0707711,56125
1002,"Government College of Engineering, Amravati",Electrical Engineering,LOPENS,95.2281725,16655
1002,"Government College of Engineering, Amravati",Electrical Engineering,LSCS,89.6700597,35160
1002,"Government College of Engineering, Amravati",Electrical Engineering,LOBCS,92.9975430,23981
