College Code,College Name,Branch,Category,Percentile,Rank
1002,"Government College of Engineering, Amravati",Civil Engineering,GOPENS,88.6037289,33717
1002,"Government College of Engineering, Amravati",Civil Engineering,GSCS,78.5613347,61041
1002,"Government College of Engineering, Amravati",Civil Engineering,GNT3S,76.1358545,67451
1002,"Government College of Engineering, Amravati",Civil Engineering,GSEBCS,69.7604398,83123
1002,"Government College of Engineering, Amravati",Civil Engineering,LSCS,82.7086811,50493
1002,"Government College of Engineering, Amravati",Civil Engineering,LVJS,81.7098306,52977
1002,"Government College of Engineering, Amravati",Civil Engineering,EWS,53.7424491,115797
1002,"Government College of Engineering, Amravati",Civil Engineering,PWDOPENS,88.6997043,33345
1002,"Government College of Engineering, Amravati",Civil Engineering,ORPHAN,88.5551879,33876
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GSCS,96.2437396,11323
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,GSEBCS,94.3331807,17059
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,LOPENS,97.3461799,7985
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,LSEBCS,92.7108008,21791
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,TFWS,96.7229568,9964
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,PWDROBC S,63.2687832,96341
1002,"Government College of Engineering, Amravati",Computer Science and Engineering,EWS,94.8964961,15308
1002,"Government College of Engineering, Amravati",Information Technology,GOBCS,97.0497898,8917
1002,"Government College of Engineering, Amravati",Information Technology,GSEBCS,91.9492948,24057
1002,"Government College of Engineering, Amravati",Information Technology,LOPENS,96.0392321,11969
1002,"Government College of Engineering, Amravati",Information Technology,LSEBCS,91.7849899,24708
1002,"Government College of Engineering, Amravati",Information Technology,TFWS,95.6320635,13259
1002,"Government College of Engineering, Amravati",Information Technology,EWS,93.6359026,19241
1002,"Government College of Engineering, Amravati",Information Technology,ORPHAN,96.1353059,11764
1002,"Government College of Engineering, Amravati",Electrical Engineering,GOPENS,91.9393058,24135
1002,"Government College of Engineering, Amravati",Electrical Engineering,GNT2S,82.7086811,50339
1002,"Government College of Engineering, Amravati",Electrical Engineering,LNT1S,84.5731157,44865
1002,"Government College of Engineering, Amravati",Electrical Engineering,TFWS,95.7978793,12755
1002,"Government College of Engineering, Amravati",Electrical Engineering,EWS,72.7750912,75966
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,GOPENS,93.8492553,18608
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,GSTS,83.7440631,47245
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,GOBCS,93.4557596,19635
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,GSEBCS,89.5917850,30760
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,LOPENS,95.0547190,14790
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,LVJS,76.5404634,66354
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,LSEBCS,84.8482325,44066
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,TFWS,92.7704421,21632
1002,"Government College of Engineering, Amravati",Electronics and Telecommunication Engg,EWS,90.5124049,28139
1002,"Government College of Engineering, Amravati",Instrumentation Engineering,GOPENS,88.5013511,34174
1002,"Government College of Engineering, Amravati",Instrumentation Engineering,LOBCS,89.1945571,32099
1002,"Government College of Engineering, Amravati",Mechanical Engineering,GOPENS,89.3223371,31514
1002,"Government College of Engineering, Amravati",Mechanical Engineering,GSCS,77.8445199,62783
1002,"Government College of Engineering, Amravati",Mechanical Engineering,GVJS,76.1268781,67622
1002,"Government College of Engineering, Amravati",Mechanical Engineering,LOPENS,86.7801974,38944
1002,"Government College of Engineering, Amravati",Mechanical Engineering,LSCS,77.2074577,64534
1002,"Government College of Engineering, Amravati",Mechanical Engineering,LOBCS,83.1469549,48807
1002,"Government College of Engineering, Amravati",Mechanical Engineering,TFWS,81.9341840,52116
1002,"Government College of Engineering, Amravati",Mechanical Engineering,EWS,60.6237408,101168
1002,"Government College of Engineering, Amravati",Mechanical Engineering,LSTS,38.8659877,139021
